val_set_id,date,uf,temp_min,q10,q20,q30,q40,q50,q60,q70,q80,q90
1,2022-06-26,AC,0.7774143218994141,0.6804438829421997,0.7196353673934937,0.7460665106773376,0.7641894221305847,0.7774143218994141,0.7881277203559875,0.800220787525177,0.8142057061195374,0.8313595056533813
1,2022-07-03,AC,0.7776342034339905,0.681587815284729,0.7168805599212646,0.7428856492042542,0.7611731290817261,0.7776342034339905,0.7910174131393433,0.8041411638259888,0.8175695538520813,0.8340410590171814
1,2022-07-10,AC,0.781861424446106,0.6882799863815308,0.7207691073417664,0.7437801957130432,0.7637811899185181,0.781861424446106,0.7932451367378235,0.8052620887756348,0.8180350065231323,0.8341355919837952
1,2022-07-17,AC,0.783120334148407,0.6829081177711487,0.7186928391456604,0.742845892906189,0.7647210359573364,0.783120334148407,0.7954597473144531,0.807623028755188,0.8206505179405212,0.8371043801307678
1,2022-07-24,AC,0.7885894775390625,0.6892998218536377,0.7278938293457031,0.750613808631897,0.7728767395019531,0.7885894775390625,0.8003671765327454,0.8123117685317993,0.8247870206832886,0.8406886458396912
1,2022-07-31,AC,0.798933207988739,0.7044942378997803,0.7454131245613098,0.7672064304351807,0.7864855527877808,0.798933207988739,0.8094350099563599,0.8204270005226135,0.8317877650260925,0.8464990854263306
1,2022-08-07,AC,0.8118981122970581,0.7242574691772461,0.7634517550468445,0.784176230430603,0.8005373477935791,0.8118981122970581,0.8214066624641418,0.8310681581497192,0.8413894176483154,0.8558433651924133
1,2022-08-14,AC,0.8253366947174072,0.7521955370903015,0.7865971326828003,0.8038153648376465,0.815854012966156,0.8253366947174072,0.833745539188385,0.8424155712127686,0.8523309230804443,0.8661108613014221
1,2022-08-21,AC,0.8353482484817505,0.7732025384902954,0.8024405837059021,0.8173120617866516,0.8271191716194153,0.8353482484817505,0.8428929448127747,0.8511796593666077,0.8608065843582153,0.8743137121200562
1,2022-08-28,AC,0.8428319096565247,0.7897640466690063,0.8133107423782349,0.8266302943229675,0.8352100253105164,0.8428319096565247,0.8502010107040405,0.8580987453460693,0.8676328063011169,0.8810999393463135
1,2022-09-04,AC,0.8499560356140137,0.803461492061615,0.8228819966316223,0.8346466422080994,0.8428990840911865,0.8499560356140137,0.8569634556770325,0.864538311958313,0.8738049864768982,0.8874644041061401
1,2022-09-11,AC,0.8555772304534912,0.812432050704956,0.8298987746238708,0.8408704400062561,0.8487622141838074,0.8555772304534912,0.8620954751968384,0.8695538640022278,0.8786035776138306,0.891974151134491
1,2022-09-18,AC,0.8584051132202148,0.818149983882904,0.8338803052902222,0.8440159559249878,0.851706862449646,0.8584051132202148,0.8648939728736877,0.8723211884498596,0.8809146285057068,0.894049882888794
1,2022-09-25,AC,0.8594332933425903,0.8209245800971985,0.8358144164085388,0.8455203771591187,0.852925717830658,0.8594332933425903,0.8657809495925903,0.8729042410850525,0.8814292550086975,0.8939608931541443
1,2022-10-02,AC,0.8602527976036072,0.8231285810470581,0.8375177979469299,0.8467376232147217,0.853914201259613,0.8602527976036072,0.8665217757225037,0.8734815716743469,0.8819210529327393,0.8941468596458435
1,2022-10-09,AC,0.8610760569572449,0.8247659802436829,0.8390089273452759,0.8479969501495361,0.8549336791038513,0.8610760569572449,0.8669955730438232,0.8738909959793091,0.8822062015533447,0.894035816192627
1,2022-10-16,AC,0.8616031408309937,0.8260035514831543,0.8397391438484192,0.8485668897628784,0.8555651903152466,0.8616031408309937,0.8674348592758179,0.8740821480751038,0.8822526335716248,0.8939886689186096
1,2022-10-23,AC,0.8615685105323792,0.8274112343788147,0.8406174778938293,0.8491873145103455,0.8556976318359375,0.8615685105323792,0.8673864006996155,0.8738821744918823,0.8816439509391785,0.8928769826889038
1,2022-10-30,AC,0.8619409799575806,0.8288355469703674,0.8418189883232117,0.8498480916023254,0.8563899993896484,0.8619409799575806,0.867516279220581,0.8736774921417236,0.8813141584396362,0.8922327756881714
1,2022-11-06,AC,0.863503634929657,0.8316978216171265,0.8436846733093262,0.8515949249267578,0.8579888343811035,0.863503634929657,0.8688516616821289,0.8747652173042297,0.882125735282898,0.8924510478973389
1,2022-11-13,AC,0.8640871047973633,0.8329405784606934,0.8447125554084778,0.8524506688117981,0.85862135887146,0.8640871047973633,0.869300127029419,0.8751012682914734,0.8823893666267395,0.8927578926086426
1,2022-11-20,AC,0.8649093508720398,0.8341445326805115,0.8459112644195557,0.8535643815994263,0.859519898891449,0.8649093508720398,0.8700368404388428,0.875920295715332,0.883074939250946,0.8930705189704895
1,2022-11-27,AC,0.864959180355072,0.8344608545303345,0.8462547063827515,0.8537439107894897,0.8596982359886169,0.864959180355072,0.8700469732284546,0.8757580518722534,0.8828129172325134,0.892524778842926
1,2022-12-04,AC,0.8643205165863037,0.8344279527664185,0.8457564115524292,0.852929413318634,0.8590075969696045,0.8643205165863037,0.8692605495452881,0.8748030066490173,0.8817203640937805,0.8914358019828796
1,2022-12-11,AC,0.8639212250709534,0.8342927098274231,0.8455733060836792,0.8528984189033508,0.8586884140968323,0.8639212250709534,0.8688413500785828,0.8742296099662781,0.8810710310935974,0.8906192779541016
1,2022-12-18,AC,0.8630727529525757,0.8337403535842896,0.8450454473495483,0.8522775769233704,0.8580521941184998,0.8630727529525757,0.8680264949798584,0.8733590841293335,0.8801466226577759,0.8898259401321411
1,2022-12-25,AC,0.8623124957084656,0.8337987661361694,0.8448401689529419,0.8515865802764893,0.8571836948394775,0.8623124957084656,0.8672240376472473,0.8725594878196716,0.8795167207717896,0.8891118764877319
1,2023-01-01,AC,0.8612493276596069,0.832512617111206,0.8435308337211609,0.8506758213043213,0.8561947345733643,0.8612493276596069,0.8660770654678345,0.8718225955963135,0.8786894083023071,0.8885449171066284
1,2023-01-08,AC,0.8594968318939209,0.8313058614730835,0.8423534631729126,0.8494159579277039,0.854581892490387,0.8594968318939209,0.8644860982894897,0.8702773451805115,0.8771741390228271,0.8865746259689331
1,2023-01-15,AC,0.8585942983627319,0.8296706676483154,0.8407735824584961,0.8478380441665649,0.8535352945327759,0.8585942983627319,0.8637637495994568,0.8695555925369263,0.876396119594574,0.8857361078262329
1,2023-01-22,AC,0.8584731221199036,0.8301160335540771,0.8410112857818604,0.847855269908905,0.8533653616905212,0.8584731221199036,0.8635580539703369,0.8691429495811462,0.8758743405342102,0.8850823640823364
1,2023-01-29,AC,0.8584798574447632,0.8309584259986877,0.8418734669685364,0.8483628630638123,0.8536896705627441,0.8584798574447632,0.8634863495826721,0.8690210580825806,0.8758088946342468,0.8851064443588257
1,2023-02-05,AC,0.8531315922737122,0.8205112814903259,0.8319506645202637,0.8404715061187744,0.8471844792366028,0.8531315922737122,0.8588343858718872,0.8647525310516357,0.8719043731689453,0.8818300366401672
1,2023-02-12,AC,0.8551111221313477,0.8227259516716003,0.834894061088562,0.8429228067398071,0.8495897054672241,0.8551111221313477,0.8603926301002502,0.8657262325286865,0.8720852136611938,0.8813172578811646
1,2023-02-19,AC,0.8553297519683838,0.8241046071052551,0.8363413214683533,0.8441230058670044,0.8502126932144165,0.8553297519683838,0.8604801893234253,0.8656728267669678,0.8718353509902954,0.8801693320274353
