val_set_id,date,uf,precip_min,q10,q20,q30,q40,q50,q60,q70,q80,q90
1,2022-06-26,AC,0.0016484372317790985,-8.438155055046082e-05,0.0003326535224914551,0.0008687041699886322,0.0012151449918746948,0.0016484372317790985,0.0022150203585624695,0.0030947811901569366,0.004978660494089127,0.0107509084045887
1,2022-07-03,AC,0.0015716813504695892,1.662224531173706e-05,0.0006341300904750824,0.0007932670414447784,0.0012114755809307098,0.0015716813504695892,0.002055846154689789,0.0033004507422447205,0.007466919720172882,0.013968437910079956
1,2022-07-10,AC,0.001673046499490738,-0.00018897652626037598,0.0004386007785797119,0.0007868297398090363,0.0011399351060390472,0.001673046499490738,0.0022519677877426147,0.003566928207874298,0.007547691464424133,0.015874426811933517
1,2022-07-17,AC,0.0016013681888580322,-0.00024227052927017212,0.0003439188003540039,0.0007876530289649963,0.001179821789264679,0.0016013681888580322,0.0023264139890670776,0.004024174064397812,0.007886353880167007,0.020659098401665688
1,2022-07-24,AC,0.0018313564360141754,-0.00016368553042411804,0.0005089454352855682,0.0008573681116104126,0.0011808201670646667,0.0018313564360141754,0.0026999935507774353,0.00464741513133049,0.009432684630155563,0.025783831253647804
1,2022-07-31,AC,0.0020187273621559143,2.7280300855636597e-05,0.000629957765340805,0.0010333210229873657,0.0013200603425502777,0.0020187273621559143,0.0031260699033737183,0.005595620721578598,0.012167088687419891,0.029806436970829964
1,2022-08-07,AC,0.0021989382803440094,0.00037665292620658875,0.0007924698293209076,0.0010679550468921661,0.0014419406652450562,0.0021989382803440094,0.003404926508665085,0.007220156490802765,0.014097798615694046,0.031195269897580147
1,2022-08-14,AC,0.0024758093059062958,0.0002116858959197998,0.0007029958069324493,0.0010265931487083435,0.0015907511115074158,0.0024758093059062958,0.004150800406932831,0.010133132338523865,0.018284283578395844,0.03498289734125137
1,2022-08-21,AC,0.0032055899500846863,0.0003592446446418762,0.0010139457881450653,0.0013297498226165771,0.0019809193909168243,0.0032055899500846863,0.00563536211848259,0.013037458062171936,0.023543382063508034,0.043124157935380936
1,2022-08-28,AC,0.004330575466156006,0.0005068518221378326,0.001248050481081009,0.0013781972229480743,0.0019244812428951263,0.004330575466156006,0.009118661284446716,0.017540402710437775,0.02855820395052433,0.04914243891835213
1,2022-09-04,AC,0.005732439458370209,0.0006673187017440796,0.0012249983847141266,0.0012577138841152191,0.002096720039844513,0.005732439458370209,0.012302130460739136,0.021267931908369064,0.03207051008939743,0.051675014197826385
1,2022-09-11,AC,0.00924534723162651,0.0011296458542346954,0.0014430880546569824,0.0016220621764659882,0.0033339522778987885,0.00924534723162651,0.018018469214439392,0.028030037879943848,0.04023061320185661,0.06066868081688881
1,2022-09-18,AC,0.014746259897947311,0.001748986542224884,0.0025097280740737915,0.0031585246324539185,0.006668835878372192,0.014746259897947311,0.02343079075217247,0.034120604395866394,0.04750452935695648,0.06903411448001862
1,2022-09-25,AC,0.02012838050723076,0.0019643381237983704,0.003271430730819702,0.0055747441947460175,0.010816540569067001,0.02012838050723076,0.028673097491264343,0.03946178779006004,0.053317487239837646,0.07713066786527634
1,2022-10-02,AC,0.025122206658124924,0.001530669629573822,0.003960173577070236,0.007880985736846924,0.01483152061700821,0.025122206658124924,0.033417753875255585,0.044005658477544785,0.0598810613155365,0.08509813249111176
1,2022-10-09,AC,0.02785256877541542,0.0019537433981895447,0.005013737827539444,0.010166831314563751,0.01861579343676567,0.02785256877541542,0.03638803958892822,0.047638680785894394,0.0638500228524208,0.08919697999954224
1,2022-10-16,AC,0.03068993240594864,0.002265293151140213,0.0064157843589782715,0.012881990522146225,0.02200678177177906,0.03068993240594864,0.04080776125192642,0.05227939784526825,0.06676102429628372,0.0906318947672844
1,2022-10-23,AC,0.035549089312553406,0.002536635845899582,0.008844837546348572,0.016349919140338898,0.026096733286976814,0.035549089312553406,0.04648691415786743,0.058746788650751114,0.0743875503540039,0.09791617840528488
1,2022-10-30,AC,0.039830684661865234,0.003001127392053604,0.011507604271173477,0.019818205386400223,0.030003158375620842,0.039830684661865234,0.05106465518474579,0.06369045376777649,0.08067406713962555,0.10452357679605484
1,2022-11-06,AC,0.044974297285079956,0.0019973106682300568,0.012923430651426315,0.023378165438771248,0.034720636904239655,0.044974297285079956,0.056340400129556656,0.06956430524587631,0.08732838183641434,0.1117979884147644
1,2022-11-13,AC,0.04875685274600983,0.0033854059875011444,0.01579546555876732,0.027475373819470406,0.03839024901390076,0.04875685274600983,0.060332827270030975,0.07414810359477997,0.09202982485294342,0.1165349930524826
1,2022-11-20,AC,0.05412791296839714,0.005884818732738495,0.019647303968667984,0.032419197261333466,0.04336005449295044,0.05412791296839714,0.06581533700227737,0.079060859978199,0.09635280072689056,0.12137195467948914
1,2022-11-27,AC,0.057706769555807114,0.008208874613046646,0.02258642390370369,0.0363050177693367,0.04707523062825203,0.057706769555807114,0.06998196244239807,0.08451373875141144,0.10219348967075348,0.12806230783462524
1,2022-12-04,AC,0.061725422739982605,0.011047128587961197,0.025632424280047417,0.0393180251121521,0.05039941146969795,0.061725422739982605,0.07465121150016785,0.0895979106426239,0.10770359635353088,0.13471204042434692
1,2022-12-11,AC,0.06657886505126953,0.012172877788543701,0.0291636660695076,0.043010640889406204,0.05430910736322403,0.06657886505126953,0.07984618842601776,0.09534483402967453,0.1140643060207367,0.14387598633766174
1,2022-12-18,AC,0.07151978462934494,0.01371108740568161,0.03284072503447533,0.04803970456123352,0.059189602732658386,0.07151978462934494,0.08521411567926407,0.10062180459499359,0.12111392617225647,0.15355798602104187
1,2022-12-25,AC,0.07762056589126587,0.016784369945526123,0.03706619143486023,0.05329177528619766,0.06530797481536865,0.07762056589126587,0.09012854099273682,0.10473549365997314,0.12640713155269623,0.16071568429470062
1,2023-01-01,AC,0.0830233097076416,0.02162942849099636,0.04181361943483353,0.05789225548505783,0.07028013467788696,0.0830233097076416,0.0968838632106781,0.11350468546152115,0.1358809620141983,0.1712915450334549
1,2023-01-08,AC,0.08943594992160797,0.026422971859574318,0.04673280566930771,0.06299518048763275,0.07611364871263504,0.08943594992160797,0.10428458452224731,0.12162518501281738,0.14672300219535828,0.18372824788093567
1,2023-01-15,AC,0.09595967829227448,0.02956523187458515,0.050724614411592484,0.06783192604780197,0.08220501244068146,0.09595967829227448,0.11192630231380463,0.13120341300964355,0.1576312780380249,0.19556398689746857
1,2023-01-22,AC,0.0979667529463768,0.032954178750514984,0.05413411930203438,0.0706028938293457,0.08356247842311859,0.0979667529463768,0.11590142548084259,0.13606120645999908,0.1625102311372757,0.20156991481781006
1,2023-01-29,AC,0.10052570700645447,0.03518619388341904,0.0564110092818737,0.07181774079799652,0.08519172668457031,0.10052570700645447,0.11726236343383789,0.13712835311889648,0.165510356426239,0.2061658501625061
1,2023-02-05,AC,0.10384131968021393,0.029319200664758682,0.051309723407030106,0.07016931474208832,0.0882161557674408,0.10384131968021393,0.11887191236019135,0.13692879676818848,0.16042274236679077,0.19506986439228058
1,2023-02-12,AC,0.1092420220375061,0.03540239483118057,0.058384254574775696,0.07736704498529434,0.09318855404853821,0.1092420220375061,0.126413494348526,0.1438053697347641,0.16664737462997437,0.20321020483970642
1,2023-02-19,AC,0.10814870893955231,0.041134633123874664,0.06244084984064102,0.07903251051902771,0.09322669357061386,0.10814870893955231,0.12399719655513763,0.14153607189655304,0.16396772861480713,0.19987472891807556
1,2023-02-26,AC,0.10582589358091354,0.04014783352613449,0.06294132769107819,0.07926923036575317,0.09254477918148041,0.10582589358091354,0.12138374149799347,0.1396121233701706,0.162160724401474,0.1980520635843277
1,2023-03-05,AC,0.10262104868888855,0.039130404591560364,0.06242135167121887,0.07792573422193527,0.0900641679763794,0.10262104868888855,0.11765842139720917,0.1361347734928131,0.1586877852678299,0.19357679784297943
1,2023-03-12,AC,0.09558404982089996,0.03535231202840805,0.05814144015312195,0.07285162061452866,0.08405038714408875,0.09558404982089996,0.10936956107616425,0.12831281125545502,0.15188805758953094,0.18624402582645416
1,2023-03-19,AC,0.08830711245536804,0.028901953250169754,0.05034073442220688,0.06472966820001602,0.076507069170475,0.08830711245536804,0.10179319977760315,0.11820363998413086,0.13905486464500427,0.17070405185222626
1,2023-03-26,AC,0.07594646513462067,0.020566869527101517,0.039496105164289474,0.053759366273880005,0.06503259390592575,0.07594646513462067,0.08810578286647797,0.10293067991733551,0.12279826402664185,0.1531815230846405
