val_set_id,date,uf,pressure_min,q10,q20,q30,q40,q50,q60,q70,q80,q90
1,2022-06-26,AC,0.8316641449928284,0.8156624436378479,0.8208634853363037,0.8249707818031311,0.8284952044487,0.8316641449928284,0.8349194526672363,0.8385123014450073,0.8429861068725586,0.8492074608802795
1,2022-07-03,AC,0.8328260183334351,0.8161213994026184,0.8216650485992432,0.8259255886077881,0.8295308351516724,0.8328260183334351,0.836147665977478,0.8398125767707825,0.844225287437439,0.8506987690925598
1,2022-07-10,AC,0.8321675658226013,0.815807580947876,0.8212555050849915,0.8254026174545288,0.8289140462875366,0.8321675658226013,0.8356059789657593,0.8393397331237793,0.8437563180923462,0.8501355051994324
1,2022-07-17,AC,0.8313906788825989,0.8148204684257507,0.8203767538070679,0.8245062232017517,0.8280498385429382,0.8313906788825989,0.8348752856254578,0.838684618473053,0.8431761860847473,0.8495813608169556
1,2022-07-24,AC,0.8296704292297363,0.813058078289032,0.8186457753181458,0.8227141499519348,0.8262445330619812,0.8296704292297363,0.8334356546401978,0.8375871777534485,0.8422965407371521,0.8488391637802124
1,2022-07-31,AC,0.8275216817855835,0.810780942440033,0.816374659538269,0.8204567432403564,0.8240323662757874,0.8275216817855835,0.8311117887496948,0.8349103331565857,0.8393259644508362,0.8458377122879028
1,2022-08-07,AC,0.8245289325714111,0.8078937530517578,0.8133377432823181,0.8174415230751038,0.8210726380348206,0.8245289325714111,0.828199565410614,0.832084059715271,0.8367327451705933,0.8433930277824402
1,2022-08-14,AC,0.8199892044067383,0.8042471408843994,0.809422492980957,0.8133577108383179,0.8167784214019775,0.8199892044067383,0.8232651352882385,0.8268934488296509,0.8312782049179077,0.8378376364707947
1,2022-08-21,AC,0.8155208826065063,0.8000875115394592,0.8052390217781067,0.8089866042137146,0.8123546242713928,0.8155208826065063,0.81864333152771,0.8221043944358826,0.8262361884117126,0.832352876663208
1,2022-08-28,AC,0.8115193843841553,0.7963367700576782,0.8013300895690918,0.8051044344902039,0.8084034323692322,0.8115193843841553,0.8146128058433533,0.8179779052734375,0.8220390677452087,0.8279293179512024
1,2022-09-04,AC,0.8078797459602356,0.7930428385734558,0.7978640794754028,0.8015231490135193,0.8047736287117004,0.8078797459602356,0.8109998106956482,0.8143245577812195,0.8182995915412903,0.8242100477218628
1,2022-09-11,AC,0.804294228553772,0.7899787425994873,0.7946973443031311,0.7981938719749451,0.8013224005699158,0.804294228553772,0.807373046875,0.8106669783592224,0.81462162733078,0.8205533623695374
1,2022-09-18,AC,0.8011967539787292,0.787274181842804,0.7918574213981628,0.7952878475189209,0.7983267903327942,0.8011967539787292,0.8040679097175598,0.8072673678398132,0.8112013936042786,0.8169926404953003
1,2022-09-25,AC,0.7984087467193604,0.7847355008125305,0.7893105149269104,0.7926660776138306,0.7956315875053406,0.7984087467193604,0.8011783957481384,0.8041804432868958,0.8079786896705627,0.8137246966362
1,2022-10-02,AC,0.7956120371818542,0.7824807167053223,0.7869576215744019,0.7902287840843201,0.7930106520652771,0.7956120371818542,0.7983137369155884,0.8011641502380371,0.8048130869865417,0.8101856112480164
1,2022-10-09,AC,0.7931539416313171,0.7802753448486328,0.7847619652748108,0.7879395484924316,0.7905697822570801,0.7931539416313171,0.7956824898719788,0.798473596572876,0.801966667175293,0.8069795966148376
1,2022-10-16,AC,0.7906107306480408,0.7782525420188904,0.7824926376342773,0.7855793237686157,0.7882502675056458,0.7906107306480408,0.793132483959198,0.795819103717804,0.7991490960121155,0.8040334582328796
1,2022-10-23,AC,0.788703441619873,0.7767231464385986,0.780855655670166,0.7837894558906555,0.7863918542861938,0.788703441619873,0.7911241054534912,0.7936882376670837,0.7968233227729797,0.8014968037605286
1,2022-10-30,AC,0.7873139381408691,0.775649905204773,0.7797902822494507,0.7826289534568787,0.7851056456565857,0.7873139381408691,0.7896822094917297,0.7921749949455261,0.7951399683952332,0.7996691465377808
1,2022-11-06,AC,0.7862575650215149,0.7747505307197571,0.7787913680076599,0.7816093564033508,0.7840036153793335,0.7862575650215149,0.7885059714317322,0.7909291386604309,0.793833315372467,0.7980911135673523
1,2022-11-13,AC,0.7853522300720215,0.7740660905838013,0.7780218720436096,0.7808456420898438,0.7832249402999878,0.7853522300720215,0.7875303030014038,0.7898983955383301,0.7927916049957275,0.7969755530357361
1,2022-11-20,AC,0.7851949334144592,0.7741615176200867,0.7780706882476807,0.7808210849761963,0.7831090688705444,0.7851949334144592,0.7873074412345886,0.789649486541748,0.7925117015838623,0.7965165376663208
1,2022-11-27,AC,0.7856615781784058,0.7745968103408813,0.7785437107086182,0.7812802791595459,0.7836031317710876,0.7856615781784058,0.7877231240272522,0.7899770140647888,0.7926495671272278,0.79651939868927
1,2022-12-04,AC,0.7862481474876404,0.775411069393158,0.7792417407035828,0.7819446921348572,0.7842443585395813,0.7862481474876404,0.7883033156394958,0.7905565500259399,0.793234646320343,0.7970964312553406
1,2022-12-11,AC,0.7872235774993896,0.7764105200767517,0.7802817225456238,0.7829097509384155,0.7852374315261841,0.7872235774993896,0.7892828583717346,0.7914995551109314,0.7942243814468384,0.7979370355606079
1,2022-12-18,AC,0.7885296940803528,0.7775958180427551,0.7815499901771545,0.7842287421226501,0.7865979671478271,0.7885296940803528,0.7905981540679932,0.792741596698761,0.7954067587852478,0.799248218536377
1,2022-12-25,AC,0.7900937795639038,0.7794103622436523,0.7831830978393555,0.7858275175094604,0.7880756855010986,0.7900937795639038,0.792194128036499,0.7943912744522095,0.7971658110618591,0.8008609414100647
1,2023-01-01,AC,0.7915977239608765,0.7808136940002441,0.7846328616142273,0.7873467803001404,0.7896202802658081,0.7915977239608765,0.7936936020851135,0.7959471344947815,0.7986525893211365,0.8023801445960999
1,2023-01-08,AC,0.7929844260215759,0.7821052074432373,0.7859507203102112,0.7886335849761963,0.7909239530563354,0.7929844260215759,0.7950153350830078,0.7973596453666687,0.7999953031539917,0.8036635518074036
1,2023-01-15,AC,0.794090986251831,0.7832031846046448,0.787101149559021,0.7897454500198364,0.792022168636322,0.794090986251831,0.7961977124214172,0.7984806299209595,0.8011748790740967,0.8049911856651306
1,2023-01-22,AC,0.7946628928184509,0.7838078141212463,0.7877494096755981,0.7903540730476379,0.792606770992279,0.7946628928184509,0.7967443466186523,0.7989377379417419,0.8015679121017456,0.8052468299865723
1,2023-01-29,AC,0.7944612503051758,0.7837028503417969,0.7875896692276001,0.7901583313941956,0.7924141883850098,0.7944612503051758,0.7964577674865723,0.7986509203910828,0.8012905120849609,0.8050562739372253
1,2023-02-05,AC,0.793807864189148,0.781939685344696,0.7859067916870117,0.7889000773429871,0.791379451751709,0.793807864189148,0.7964708805084229,0.7995747327804565,0.8034529089927673,0.8089410662651062
1,2023-02-12,AC,0.7940707802772522,0.7827873826026917,0.7865661978721619,0.7893972396850586,0.7918341159820557,0.7940707802772522,0.7963159680366516,0.7987605333328247,0.8018217086791992,0.8067581653594971
1,2023-02-19,AC,0.7946649789810181,0.784164309501648,0.7878530621528625,0.7904488444328308,0.7926586866378784,0.7946649789810181,0.7967439889907837,0.7990148067474365,0.8018465638160706,0.8063068389892578
1,2023-02-26,AC,0.7951954007148743,0.7848830819129944,0.7885197401046753,0.7910753488540649,0.7932212948799133,0.7951954007148743,0.7971785664558411,0.7995073795318604,0.8024212718009949,0.8067047595977783
1,2023-03-05,AC,0.7958723902702332,0.7856290936470032,0.7892597913742065,0.7917516827583313,0.793893575668335,0.7958723902702332,0.7978525161743164,0.800145149230957,0.8030204176902771,0.8073582649230957
1,2023-03-12,AC,0.7966091632843018,0.7862522006034851,0.7899206280708313,0.7924333214759827,0.7945820093154907,0.7966091632843018,0.7986493110656738,0.8009945154190063,0.8039163947105408,0.8082795143127441
1,2023-03-19,AC,0.7975547313690186,0.7872195243835449,0.7908105254173279,0.7933341264724731,0.7954987287521362,0.7975547313690186,0.7996609210968018,0.801994800567627,0.8048674464225769,0.8093250393867493
1,2023-03-26,AC,0.7994621992111206,0.7889106273651123,0.7925498485565186,0.7951182723045349,0.7973865866661072,0.7994621992111206,0.8015896081924438,0.8040023446083069,0.806934118270874,0.8114395141601562
1,2023-04-02,AC,0.8022333383560181,0.7912341952323914,0.7950537800788879,0.7977147102355957,0.8000637888908386,0.8022333383560181,0.8044007420539856,0.8068961501121521,0.8098883032798767,0.8144292235374451
1,2023-04-09,AC,0.8047609329223633,0.7934457659721375,0.7973441481590271,0.8001087307929993,0.8025271892547607,0.8047609329223633,0.8070319294929504,0.8095296025276184,0.8125777840614319,0.8172593116760254
1,2023-04-16,AC,0.8071798086166382,0.7955071330070496,0.7995306849479675,0.802408754825592,0.8048804998397827,0.8071798086166382,0.8095760941505432,0.812145471572876,0.8153434991836548,0.8202928900718689
1,2023-04-23,AC,0.8096421957015991,0.7975450158119202,0.8017229437828064,0.8047090172767639,0.8072413802146912,0.8096421957015991,0.8120986819267273,0.8148202300071716,0.8181791305541992,0.8233993053436279
1,2023-04-30,AC,0.8132485151290894,0.8005145788192749,0.8049283623695374,0.8080077767372131,0.810676097869873,0.8132485151290894,0.8159276843070984,0.8187957406044006,0.8222241997718811,0.8276264071464539
1,2023-05-07,AC,0.816943883895874,0.8039368391036987,0.8084344267845154,0.8115857839584351,0.8143604397773743,0.816943883895874,0.8196103572845459,0.8225638270378113,0.8262335658073425,0.8319017887115479
1,2023-05-14,AC,0.8203667402267456,0.8069873452186584,0.8115507960319519,0.8147712349891663,0.8176215887069702,0.8203667402267456,0.8231812715530396,0.8262653946876526,0.8301294445991516,0.8360251784324646
1,2023-05-21,AC,0.8233943581581116,0.8095600605010986,0.8142758011817932,0.8175199627876282,0.8204929232597351,0.8233943581581116,0.8262857794761658,0.8295588493347168,0.8336486220359802,0.8395376801490784
1,2023-05-28,AC,0.8259497880935669,0.8116646409034729,0.8165056109428406,0.8198785781860352,0.8229972720146179,0.8259497880935669,0.8288971781730652,0.8322348594665527,0.8363092541694641,0.8423592448234558
1,2023-06-04,AC,0.8280778527259827,0.8133572340011597,0.818331241607666,0.821889340877533,0.8250346183776855,0.8280778527259827,0.8312140703201294,0.8346843123435974,0.8387097120285034,0.8447041511535645
1,2023-06-11,AC,0.8299074769020081,0.814716100692749,0.8199360966682434,0.8236179351806641,0.8268163800239563,0.8299074769020081,0.8331606984138489,0.8367544412612915,0.8409502506256104,0.8470184206962585
1,2023-06-18,AC,0.8315470218658447,0.815876841545105,0.8212370276451111,0.8250385522842407,0.8283308148384094,0.8315470218658447,0.8348509073257446,0.8384085297584534,0.8426371812820435,0.8489416241645813
1,2023-06-25,AC,0.8331844210624695,0.8167818188667297,0.8223848938941956,0.8263946771621704,0.8298319578170776,0.8331844210624695,0.8366270661354065,0.8403363227844238,0.8447329998016357,0.8511287569999695
1,2023-07-02,AC,0.8346712589263916,0.8172497153282166,0.8231998085975647,0.8275352120399475,0.8312093615531921,0.8346712589263916,0.8381140232086182,0.8418988585472107,0.8463246822357178,0.8528286814689636
1,2023-07-09,AC,0.8338832259178162,0.8169041275978088,0.8227630257606506,0.8268890380859375,0.8304490447044373,0.8338832259178162,0.8374362587928772,0.8413291573524475,0.8458974957466125,0.852599024772644
1,2023-07-16,AC,0.8326744437217712,0.8155022859573364,0.821388840675354,0.8255212306976318,0.829125165939331,0.8326744437217712,0.8363289833068848,0.8403481245040894,0.8449979424476624,0.8518492579460144
1,2023-07-23,AC,0.8307976722717285,0.813703179359436,0.8196513056755066,0.8237668871879578,0.8273526430130005,0.8307976722717285,0.8344088196754456,0.8384344577789307,0.843299925327301,0.8503921031951904
1,2023-07-30,AC,0.828770101070404,0.8114731311798096,0.8174940943717957,0.8217236399650574,0.8253822326660156,0.828770101070404,0.8322847485542297,0.8361507654190063,0.8410576581954956,0.8483502268791199
