val_set_id,date,uf,temp_min,q10,q20,q30,q40,q50,q60,q70,q80,q90
1,2022-06-26,AC,0.7774704098701477,0.680088460445404,0.7194899916648865,0.7460805177688599,0.7642395496368408,0.7774704098701477,0.7881772518157959,0.8002638816833496,0.8142425417900085,0.8313830494880676
1,2022-07-03,AC,0.7776913642883301,0.6814960241317749,0.7168357968330383,0.7428650856018066,0.7611764669418335,0.7776913642883301,0.7910873889923096,0.8042094111442566,0.8176330924034119,0.8340963125228882
1,2022-07-10,AC,0.7819483280181885,0.6882702112197876,0.7207896113395691,0.7438174486160278,0.7638369202613831,0.7819483280181885,0.7933340072631836,0.805347740650177,0.8181145787239075,0.8342015147209167
1,2022-07-17,AC,0.7832133769989014,0.6828023195266724,0.7186489105224609,0.7428680658340454,0.7647979259490967,0.7832133769989014,0.7955480813980103,0.8077104091644287,0.8207361102104187,0.8371785283088684
1,2022-07-24,AC,0.7886892557144165,0.6892108917236328,0.7278640866279602,0.7506295442581177,0.7729651927947998,0.7886892557144165,0.8004561066627502,0.812395453453064,0.8248610496520996,0.8407465815544128
1,2022-07-31,AC,0.7990314364433289,0.7044377326965332,0.7454196214675903,0.7672557830810547,0.7865827679634094,0.7990314364433289,0.809520959854126,0.8205015659332275,0.8318454027175903,0.8465367555618286
1,2022-08-07,AC,0.8120091557502747,0.7243295311927795,0.7635645270347595,0.784294843673706,0.8006635308265686,0.8120091557502747,0.8214974999427795,0.8311407566070557,0.8414450883865356,0.8558827042579651
1,2022-08-14,AC,0.8254637718200684,0.7523934841156006,0.7867962121963501,0.8039879202842712,0.8160035610198975,0.8254637718200684,0.833852231502533,0.842503547668457,0.852403461933136,0.866173267364502
1,2022-08-21,AC,0.8354427814483643,0.773451566696167,0.802647054195404,0.8174622654914856,0.8272351622581482,0.8354427814483643,0.8429678082466125,0.8512343764305115,0.860845148563385,0.8743448853492737
1,2022-08-28,AC,0.8428771495819092,0.7899554371833801,0.8134418725967407,0.826723039150238,0.8352767825126648,0.8428771495819092,0.8502273559570312,0.8581077456474304,0.8676292300224304,0.8810915350914001
1,2022-09-04,AC,0.8499756455421448,0.8036469221115112,0.8229928612709045,0.8347142338752747,0.8429399132728577,0.8499756455421448,0.8569656610488892,0.8645258545875549,0.8737833499908447,0.8874404430389404
1,2022-09-11,AC,0.8555909395217896,0.8126171827316284,0.8300033807754517,0.8409266471862793,0.8487938642501831,0.8555909395217896,0.862095057964325,0.8695411682128906,0.8785823583602905,0.8919537663459778
1,2022-09-18,AC,0.8584191203117371,0.8183221220970154,0.8339774012565613,0.844071626663208,0.8517390489578247,0.8584191203117371,0.8648928999900818,0.8723084926605225,0.8808967471122742,0.8940393924713135
1,2022-09-25,AC,0.8594444990158081,0.8210847973823547,0.8359069228172302,0.8455755114555359,0.8529555797576904,0.8594444990158081,0.8657771348953247,0.8728893995285034,0.8814116716384888,0.893955647945404
1,2022-10-02,AC,0.8602587580680847,0.8232790231704712,0.8376063108444214,0.8467883467674255,0.8539386987686157,0.8602587580680847,0.86651211977005,0.8734612464904785,0.8818994164466858,0.8941373229026794
1,2022-10-09,AC,0.8610790371894836,0.8249180316925049,0.8390990495681763,0.8480455279350281,0.8549559116363525,0.8610790371894836,0.8669835925102234,0.8738692998886108,0.882183313369751,0.8940292000770569
1,2022-10-16,AC,0.8616057634353638,0.8261541128158569,0.8398284912109375,0.8486148118972778,0.8555864095687866,0.8616057634353638,0.8674228191375732,0.8740612268447876,0.8822318911552429,0.8939871788024902
