val_set_id,date,uf,pdo,q10,q20,q30,q40,q50,q60,q70,q80,q90
1,2022-06-26,AC,0.46009936928749084,0.40900522470474243,0.42794737219810486,0.44112446904182434,0.4511052370071411,0.46009936928749084,0.46887877583503723,0.47794294357299805,0.4889143705368042,0.5047183632850647
1,2022-07-03,AC,0.44598695635795593,0.3670271635055542,0.39654234051704407,0.41608309745788574,0.43207913637161255,0.44598695635795593,0.4597856104373932,0.4738695025444031,0.49061205983161926,0.5140446424484253
1,2022-07-10,AC,0.4375462532043457,0.3433784544467926,0.37773293256759644,0.4017617106437683,0.4207579791545868,0.4375462532043457,0.45391780138015747,0.4708682894706726,0.49084576964378357,0.5174914598464966
1,2022-07-17,AC,0.43364113569259644,0.33185166120529175,0.3690067231655121,0.3948119878768921,0.41538524627685547,0.43364113569259644,0.4515434801578522,0.4703604280948639,0.4917268753051758,0.5213715434074402
1,2022-07-24,AC,0.43133345246315,0.32617485523223877,0.36438286304473877,0.39042428135871887,0.41165149211883545,0.43133345246315,0.4502737820148468,0.4700004756450653,0.4925682544708252,0.5246355533599854
1,2022-07-31,AC,0.4293082058429718,0.3222389221191406,0.36091148853302,0.3867783844470978,0.4090022146701813,0.4293082058429718,0.449507474899292,0.4700585603713989,0.4939318299293518,0.5275716185569763
1,2022-08-07,AC,0.4282083511352539,0.3186796307563782,0.3580053746700287,0.3847004771232605,0.40738844871520996,0.4282083511352539,0.4490934908390045,0.47079139947891235,0.495623379945755,0.5312121510505676
1,2022-08-14,AC,0.4277471899986267,0.3148118257522583,0.35525041818618774,0.3828542232513428,0.4063642621040344,0.4277471899986267,0.44870322942733765,0.4711400270462036,0.4969281256198883,0.5338578224182129
1,2022-08-21,AC,0.4276580512523651,0.31255218386650085,0.35352152585983276,0.38147249817848206,0.40571174025535583,0.4276580512523651,0.44886520504951477,0.47166913747787476,0.49874019622802734,0.5367804169654846
1,2022-08-28,AC,0.4275948703289032,0.3097132444381714,0.3517042100429535,0.3809000253677368,0.40543290972709656,0.4275948703289032,0.44940927624702454,0.4726698398590088,0.5006042718887329,0.5399420261383057
1,2022-09-04,AC,0.4288172423839569,0.3092731237411499,0.3515776991844177,0.38129276037216187,0.40623781085014343,0.4288172423839569,0.45133841037750244,0.4751110076904297,0.5033639073371887,0.5442473888397217
1,2022-09-11,AC,0.42908570170402527,0.3079095482826233,0.35086995363235474,0.38080766797065735,0.40621283650398254,0.42908570170402527,0.4518631398677826,0.47597265243530273,0.5047115087509155,0.5467163324356079
1,2022-09-18,AC,0.42867544293403625,0.3055214285850525,0.34903037548065186,0.3794369101524353,0.4050246477127075,0.42867544293403625,0.4516744613647461,0.4764929413795471,0.5053618550300598,0.5480018854141235
1,2022-09-25,AC,0.4283563196659088,0.3031420111656189,0.34702059626579285,0.3784841001033783,0.40464144945144653,0.4283563196659088,0.4517609179019928,0.4765782356262207,0.5060746669769287,0.5494440793991089
